,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingTime
1987,3.0,4.0,3.0,0,Travel_Rarely,Sales,25,2,Life Sciences,3,Research Scientist,Divorced,50550,5.0,22,0,18.0,2,1,0,0,2,4,7.917314030131666
1988,4.0,4.0,3.0,1,Travel_Frequently,Sales,8,3,Marketing,3,Sales Executive,Single,34640,1.0,20,0,2.0,3,2,0,2,2,4,9.131183523266667
1989,3.0,1.0,2.0,1,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Manager,Single,57750,1.0,18,0,1.0,2,1,1,0,3,3,6.645199093943611
1990,4.0,1.0,3.0,0,Travel_Rarely,Sales,12,3,Marketing,3,Healthcare Representative,Divorced,89430,8.0,12,1,19.0,6,16,1,7,3,3,10.970847050754445
1991,1.0,3.0,4.0,1,Travel_Rarely,Sales,23,3,Medical,2,Research Scientist,Married,192720,9.0,20,0,18.0,2,10,2,7,3,4,8.685112064854444
1992,2.0,1.0,2.0,1,Non-Travel,Research & Development,19,4,Life Sciences,4,Laboratory Technician,Single,52380,1.0,17,1,10.0,4,10,1,9,2,3,7.391012396694166
1993,1.0,1.0,3.0,0,Travel_Rarely,Research & Development,5,4,Medical,2,Sales Executive,Married,46820,1.0,11,1,6.0,3,5,1,3,1,3,7.490146923783056
1994,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,8,3,Medical,1,Sales Executive,Married,183000,0.0,14,0,7.0,6,6,0,2,3,3,6.240185185185
1995,2.0,3.0,3.0,0,Travel_Rarely,Sales,1,4,Life Sciences,1,Research Director,Married,52570,1.0,14,0,10.0,2,10,0,8,4,3,7.893505668934167
1996,3.0,3.0,2.0,0,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Sales Executive,Married,63490,,11,0,20.0,3,19,1,9,3,3,7.289444444444444
1997,1.0,4.0,3.0,0,Travel_Rarely,Sales,1,4,Marketing,1,Sales Executive,Married,48690,4.0,12,0,14.0,2,11,11,1,3,3,7.923896041964444
1998,1.0,3.0,3.0,0,Non-Travel,Sales,11,3,Technical Degree,2,Laboratory Technician,Married,99850,1.0,14,1,3.0,3,3,1,2,2,3,7.9914522821575
1999,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,23,5,Life Sciences,3,Laboratory Technician,Married,36970,3.0,13,1,23.0,1,3,1,2,3,3,6.704065972222222
2000,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Healthcare Representative,Single,74570,3.0,11,2,10.0,1,8,1,7,4,3,6.568142791551667
2001,2.0,1.0,3.0,1,Travel_Rarely,Research & Development,18,4,Life Sciences,2,Sales Executive,Married,21190,9.0,15,0,24.0,3,20,3,6,3,3,6.171379184861666
2002,4.0,4.0,3.0,0,Travel_Rarely,Sales,23,4,Marketing,4,Sales Executive,Divorced,39830,4.0,12,0,9.0,3,3,1,2,3,3,6.380267489711667
2003,4.0,1.0,3.0,1,Travel_Rarely,Sales,7,4,Life Sciences,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,7,2,4,9.781843220338889
2004,1.0,3.0,3.0,1,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,8,3,3,7.778514292300556
2005,1.0,3.0,2.0,0,Travel_Rarely,Human Resources,1,1,Human Resources,2,Research Scientist,Divorced,63470,1.0,15,1,4.0,2,4,2,2,3,3,6.709533195020556
2006,1.0,4.0,2.0,0,Travel_Frequently,Sales,29,4,Marketing,1,Research Scientist,Single,115100,0.0,14,1,7.0,5,6,0,4,3,3,6.721144957983055
2007,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Sales Executive,Divorced,71430,2.0,21,0,8.0,6,1,0,0,2,4,10.592145947176666
2008,4.0,4.0,4.0,1,Travel_Rarely,Human Resources,25,4,Human Resources,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,6,2,3,10.8656742640075
2009,1.0,3.0,2.0,1,Travel_Rarely,Sales,8,2,Marketing,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,0,4,3,7.7896793037672225
2010,1.0,2.0,3.0,1,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2,3,3,10.216215419501111
2011,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,11,1,Life Sciences,4,Research Scientist,Married,60320,0.0,14,0,23.0,2,22,13,7,2,3,6.8082384259258335
2012,1.0,2.0,3.0,1,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,0,3,3,6.2812611345522225
2013,4.0,3.0,3.0,1,Travel_Frequently,Research & Development,1,4,Medical,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,0,3,3,10.508785612535556
2014,4.0,2.0,3.0,0,Travel_Frequently,Sales,9,3,Medical,2,Research Scientist,Married,46490,0.0,12,0,4.0,2,3,0,2,2,3,8.008199152542222
2015,3.0,4.0,3.0,0,Non-Travel,Sales,1,1,Marketing,2,Research Director,Married,26960,3.0,23,0,6.0,3,0,0,0,3,4,7.104967992683889
2016,1.0,4.0,,0,Non-Travel,Sales,2,1,Life Sciences,2,Sales Executive,Single,23700,2.0,11,0,27.0,3,5,2,1,3,3,6.198536324786111
2017,2.0,3.0,3.0,0,Non-Travel,Research & Development,1,3,Medical,2,Human Resources,Married,125040,1.0,12,1,15.0,2,15,4,12,3,3,6.020285913528333
2018,2.0,2.0,3.0,0,Travel_Rarely,Sales,1,3,Life Sciences,1,Sales Executive,Single,59740,7.0,18,1,18.0,6,8,4,0,3,3,8.013191411935834
2019,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,6,2,Medical,1,Research Scientist,Divorced,47360,0.0,11,1,9.0,3,8,2,7,2,3,10.69246164574611
2020,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,8,3,Medical,4,Research Scientist,Divorced,52960,4.0,14,0,11.0,3,7,1,7,4,3,6.314566115702222
2021,4.0,2.0,2.0,0,Travel_Rarely,Human Resources,1,3,Human Resources,4,Laboratory Technician,Divorced,67810,0.0,15,1,10.0,2,9,1,7,3,3,6.9091511015325
2022,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,6,4,Medical,3,Sales Executive,Married,21740,3.0,11,1,23.0,3,12,4,9,3,3,6.393413225171945
2023,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,7,4,Medical,1,Sales Executive,Single,66530,7.0,20,1,10.0,2,1,0,0,3,4,7.378476430976389
2024,3.0,1.0,3.0,0,Travel_Frequently,Research & Development,5,3,Medical,2,Laboratory Technician,Married,96990,8.0,19,1,18.0,3,8,0,1,3,3,7.070169880624166
2025,1.0,4.0,3.0,1,Travel_Frequently,Sales,1,3,Marketing,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,5,3,3,7.2104051431341665
2026,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Healthcare Representative,Single,22130,1.0,17,0,21.0,4,20,4,9,3,3,6.008475080018056
2027,4.0,2.0,4.0,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Research Scientist,Single,26100,1.0,11,1,2.0,3,2,2,2,2,3,10.507815055315
2028,3.0,2.0,2.0,0,Non-Travel,Research & Development,6,3,Life Sciences,1,Laboratory Technician,Single,28510,9.0,15,0,9.0,2,5,0,3,3,3,6.212142203932222
2029,1.0,4.0,3.0,0,Non-Travel,Research & Development,1,3,Medical,3,Sales Representative,Single,34520,2.0,13,3,18.0,4,11,0,9,4,3,7.214043468154166
2030,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Sales Executive,Married,52580,0.0,14,3,3.0,5,2,2,2,3,3,6.611494928538334
2031,1.0,2.0,1.0,0,Travel_Rarely,Sales,2,4,Marketing,1,Sales Executive,Married,93550,0.0,11,0,6.0,4,5,0,4,3,3,7.515389123300277
2032,4.0,4.0,3.0,0,Travel_Frequently,Research & Development,9,2,Other,1,Manufacturing Director,Divorced,104960,1.0,13,1,5.0,2,5,0,2,3,3,6.602540381791389
2033,4.0,2.0,3.0,0,Travel_Rarely,Sales,2,2,Medical,1,Sales Executive,Married,63800,6.0,23,1,22.0,1,9,2,3,2,4,7.179248024174722
2034,4.0,3.0,2.0,0,Travel_Frequently,Sales,9,1,Technical Degree,2,Sales Executive,Single,26570,2.0,13,1,5.0,3,3,0,2,2,3,8.006655188245833
2035,4.0,2.0,2.0,0,Travel_Frequently,Research & Development,1,4,Medical,3,Research Scientist,Divorced,27160,0.0,18,0,8.0,2,7,1,1,1,3,7.090194444444444
2036,2.0,4.0,3.0,0,Travel_Rarely,Sales,21,2,Life Sciences,1,Healthcare Representative,Single,22010,4.0,12,1,16.0,3,1,0,0,4,3,7.204965127465
2037,2.0,4.0,2.0,0,Travel_Rarely,Sales,4,2,Other,2,Healthcare Representative,Married,65400,1.0,22,0,10.0,2,10,1,2,1,4,10.868111343561111
2038,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,1,3,Medical,1,Human Resources,Married,38160,1.0,13,2,7.0,2,7,5,0,2,3,6.5222174122172225
2039,3.0,3.0,3.0,0,Travel_Frequently,Sales,6,4,Life Sciences,1,Manager,Divorced,52530,1.0,15,0,3.0,2,3,0,2,3,3,10.7235063752275
2040,3.0,3.0,3.0,1,Non-Travel,Research & Development,2,4,Medical,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,0,4,3,6.990631091617778
2041,1.0,1.0,3.0,1,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,3,2,3,8.9611517615175
2042,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,4,2,Medical,2,Research Scientist,Married,25430,3.0,12,0,6.0,3,1,0,0,3,3,8.104184472934444
2043,3.0,3.0,2.0,1,Travel_Frequently,Sales,10,3,Technical Degree,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2,4,3,7.059042185338611
2044,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,23,3,Life Sciences,3,Manufacturing Director,Divorced,166590,7.0,16,1,9.0,2,6,1,3,3,3,7.960137759710833
2045,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,6,2,Medical,1,Healthcare Representative,Married,42600,1.0,11,2,4.0,2,4,2,2,3,3,7.396815776815555
2046,2.0,3.0,2.0,0,Travel_Rarely,Sales,1,1,Marketing,2,Laboratory Technician,Married,24760,1.0,19,0,6.0,2,6,1,3,3,3,7.093543131739167
2047,3.0,3.0,1.0,0,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Laboratory Technician,Single,31020,1.0,13,1,6.0,3,5,1,4,2,3,6.788368770004444
2048,4.0,1.0,1.0,1,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,10,1,3,6.798305898490834
2049,2.0,3.0,2.0,0,Travel_Frequently,Research & Development,2,4,Medical,4,Human Resources,Single,75960,9.0,11,0,20.0,0,18,2,13,1,3,6.733001867413611
2050,3.0,1.0,2.0,1,Travel_Frequently,Sales,2,4,Life Sciences,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,14,1,3,8.040693296602223
2051,2.0,1.0,4.0,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Laboratory Technician,Single,30340,7.0,21,1,9.0,3,6,1,5,2,4,7.6928691678691665
2052,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,5,3,Medical,1,Healthcare Representative,Married,57150,6.0,24,2,10.0,0,8,1,7,3,4,7.0696622613802775
2053,4.0,2.0,3.0,0,Travel_Rarely,Sales,7,4,Life Sciences,1,Laboratory Technician,Single,25760,8.0,17,3,6.0,3,4,1,2,3,3,7.86604288499
2054,3.0,4.0,2.0,1,Travel_Rarely,Research & Development,15,4,Life Sciences,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,0,1,3,10.264871332371111
2055,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Sales Representative,Married,143360,1.0,21,1,8.0,3,8,0,7,3,4,7.494103208812223
2056,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Manufacturing Director,Married,34480,1.0,11,0,10.0,3,10,1,4,3,3,7.706898540489444
2057,3.0,4.0,1.0,0,Travel_Frequently,Research & Development,26,4,Life Sciences,2,Research Scientist,Married,194060,3.0,20,3,16.0,2,1,0,0,3,4,10.537147754136944
2058,3.0,2.0,4.0,0,Travel_Rarely,Research & Development,18,5,Medical,2,Research Scientist,Divorced,65380,2.0,16,1,15.0,3,7,6,4,3,3,6.8892657103825
2059,4.0,1.0,3.0,0,Travel_Frequently,Research & Development,6,2,Life Sciences,1,Research Director,Single,43060,0.0,11,0,14.0,2,13,4,9,3,3,7.5504219409280555
2060,4.0,4.0,4.0,0,Travel_Frequently,Research & Development,3,3,Medical,2,Laboratory Technician,Married,22580,1.0,11,1,2.0,2,2,2,2,3,3,7.9857697740111115
2061,1.0,3.0,2.0,1,Travel_Rarely,Sales,5,3,Marketing,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,3,3,3,7.502324074073889
2062,3.0,1.0,3.0,0,Non-Travel,Research & Development,11,2,Other,2,Research Scientist,Divorced,44870,1.0,11,0,1.0,5,1,0,0,2,3,6.622759181775833
2063,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,3,2,Other,2,Healthcare Representative,Divorced,44490,4.0,15,0,28.0,3,5,4,2,1,3,6.281313969571111
2064,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Laboratory Technician,Married,22180,1.0,24,1,10.0,1,10,0,8,3,4,7.507831425846389
2065,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Laboratory Technician,Single,191970,1.0,12,0,1.0,2,1,0,0,3,3,7.278348570088889
2066,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Sales Representative,Married,132120,4.0,13,0,7.0,4,3,0,2,3,3,8.794382716049167
2067,4.0,4.0,2.0,0,Travel_Rarely,Research & Development,14,4,Life Sciences,3,Research Scientist,Married,65770,1.0,13,0,14.0,1,14,3,11,1,3,6.772597895251945
2068,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,6,3,Medical,5,Research Director,Single,83920,1.0,17,0,2.0,5,2,1,2,3,3,6.708462962962778
2069,3.0,3.0,3.0,1,Travel_Rarely,Human Resources,6,2,Human Resources,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2,1,3,10.428269318701389
2070,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Research Director,Divorced,40310,3.0,12,1,26.0,3,7,4,7,2,3,5.994680246913333
2071,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,23,3,Medical,1,Sales Executive,Married,79690,0.0,14,0,6.0,3,5,1,3,3,3,8.899403910348056
2072,3.0,4.0,3.0,1,Travel_Frequently,Research & Development,22,4,Medical,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,0,2,4,9.891059847400834
2073,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Research Scientist,Married,165550,8.0,14,2,28.0,4,26,15,9,3,3,6.031081999029444
2074,4.0,3.0,3.0,0,Non-Travel,Research & Development,20,3,Life Sciences,1,Sales Representative,Single,45560,2.0,13,0,6.0,4,0,0,0,3,3,6.196875603864722
2075,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Manager,Married,60910,1.0,15,0,5.0,6,5,1,4,1,3,7.840530612244722
2076,1.0,1.0,1.0,1,Non-Travel,Research & Development,12,3,Life Sciences,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,0,4,3,7.201252314814722
2077,3.0,1.0,3.0,0,Travel_Rarely,Sales,20,3,Marketing,3,Sales Executive,Divorced,48100,8.0,18,0,8.0,3,4,0,3,2,3,7.487695162835
2078,2.0,2.0,3.0,0,Travel_Frequently,Sales,9,3,Medical,1,Manufacturing Director,Married,45230,5.0,16,1,5.0,5,0,0,0,4,3,6.765425774134722
2079,4.0,1.0,,0,Travel_Frequently,Research & Development,25,4,Life Sciences,2,Healthcare Representative,Married,32020,2.0,24,1,32.0,2,2,2,2,3,4,7.2000822603719445
2080,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,6,3,Technical Degree,2,Research Scientist,Married,23510,1.0,16,0,6.0,4,6,3,3,3,3,7.164030683403055
2081,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,8,4,Other,3,Manager,Married,17020,5.0,21,0,25.0,2,4,0,3,3,4,7.305633101851667
2082,3.0,1.0,3.0,0,Travel_Rarely,Sales,4,4,Marketing,1,Laboratory Technician,Married,180410,3.0,20,1,15.0,3,7,1,7,2,4,8.515865209471666
2083,4.0,2.0,1.0,1,Travel_Rarely,Human Resources,28,4,Human Resources,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,0,3,3,6.630590886939444
2084,2.0,3.0,2.0,0,Travel_Frequently,Research & Development,9,2,Medical,1,Sales Executive,Married,20970,1.0,14,2,10.0,5,10,0,1,2,3,5.950504160548055
2085,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,9,2,Medical,2,Sales Executive,Divorced,119350,1.0,11,3,7.0,6,7,1,7,4,3,6.629711352656944
2086,3.0,3.0,2.0,0,Travel_Rarely,Sales,29,3,Marketing,1,Sales Executive,Divorced,25460,1.0,14,1,10.0,2,10,8,9,3,3,5.997364091559167
2087,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,3,4,Medical,2,Research Scientist,Single,25640,1.0,12,3,20.0,3,20,13,17,1,3,7.625331284152778
2088,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,18,4,Medical,1,Human Resources,Single,84120,1.0,13,0,2.0,2,2,2,2,2,3,6.315777550090833
2089,4.0,4.0,2.0,0,Travel_Rarely,Sales,9,1,Medical,1,Sales Executive,Divorced,141180,2.0,22,0,12.0,3,6,1,4,3,4,6.200008101851667
2090,4.0,1.0,4.0,0,Non-Travel,Research & Development,5,4,Medical,5,Sales Executive,Married,170460,7.0,11,0,10.0,3,4,0,3,2,3,7.506798185940833
2091,2.0,4.0,3.0,0,Travel_Rarely,Sales,2,2,Life Sciences,2,Sales Executive,Divorced,25640,0.0,14,1,12.0,3,11,1,9,3,3,8.590920138888889
2092,3.0,2.0,3.0,0,Travel_Frequently,Sales,10,3,Life Sciences,1,Sales Executive,Married,102660,1.0,11,0,2.0,3,2,2,2,3,3,7.303264760576389
2093,4.0,3.0,3.0,0,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Research Scientist,Single,50700,4.0,12,1,10.0,6,8,0,7,3,3,8.455582287308056
2094,3.0,1.0,3.0,0,Travel_Rarely,Sales,3,2,Marketing,4,Healthcare Representative,Divorced,178610,2.0,18,0,17.0,2,7,7,7,2,3,8.00474648229
2095,1.0,4.0,3.0,0,Travel_Rarely,Sales,26,2,Marketing,1,Research Scientist,Married,42300,0.0,12,0,15.0,0,14,4,10,3,3,6.086629629629445
2096,2.0,2.0,4.0,0,Travel_Rarely,Research & Development,1,3,Medical,2,Research Scientist,Divorced,37800,7.0,12,0,7.0,2,5,1,3,1,3,7.34032447318
2097,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,6,2,Medical,1,Laboratory Technician,Single,27680,0.0,22,1,5.0,0,4,1,1,3,4,8.001937260536389
2098,4.0,2.0,3.0,0,Travel_Rarely,Sales,9,3,Marketing,1,Research Scientist,Married,90710,0.0,19,1,12.0,2,11,5,7,2,3,9.193778475127777
2099,1.0,1.0,3.0,0,Travel_Frequently,Human Resources,8,2,Medical,1,Sales Executive,Married,106480,3.0,13,1,20.0,1,1,0,0,3,3,9.488813457854167
2100,3.0,4.0,2.0,0,Non-Travel,Research & Development,1,1,Life Sciences,2,Sales Executive,Married,136100,4.0,22,2,16.0,4,13,4,12,2,4,9.791557621671112
2101,1.0,1.0,2.0,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Manufacturing Director,Married,34080,1.0,24,0,9.0,2,9,6,8,3,4,9.20765075973389
2102,4.0,3.0,1.0,0,Travel_Frequently,Research & Development,9,2,Medical,2,Sales Representative,Divorced,29830,7.0,14,1,33.0,2,5,1,4,2,3,6.369145390070833
2103,1.0,4.0,3.0,0,Travel_Rarely,Human Resources,4,4,Life Sciences,5,Laboratory Technician,Married,76320,1.0,21,0,10.0,3,10,7,7,3,4,5.9841838842975
2104,1.0,2.0,4.0,1,Non-Travel,Sales,2,2,Other,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,0,3,3,8.402396125116667
2105,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Manufacturing Director,Divorced,99500,1.0,20,0,3.0,3,3,1,2,3,4,7.395566059757222
2106,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Sales Executive,Married,20930,3.0,19,0,36.0,2,10,0,9,3,3,7.695237068965278
2107,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Laboratory Technician,Married,99800,1.0,12,0,6.0,1,6,0,1,3,3,8.594112021857777
2108,3.0,1.0,3.0,0,Travel_Rarely,Sales,24,1,Marketing,1,Sales Executive,Single,38940,1.0,12,0,10.0,3,10,1,8,4,3,7.3013235294116665
2109,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,3,4,Technical Degree,1,Research Scientist,Single,40510,5.0,16,3,13.0,3,6,0,5,3,3,7.442859274563611
2110,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,11,2,Life Sciences,3,Laboratory Technician,Married,168350,3.0,17,1,25.0,3,8,0,7,3,3,6.608296845574166
2111,1.0,3.0,4.0,0,Travel_Rarely,Sales,14,4,Life Sciences,2,Research Scientist,Married,62300,2.0,14,0,23.0,2,1,0,0,2,3,6.6885320881225
2112,3.0,2.0,2.0,0,Travel_Frequently,Sales,5,2,Marketing,1,Laboratory Technician,Married,47170,1.0,19,1,12.0,3,11,0,7,3,3,6.095977496483611
2113,4.0,2.0,2.0,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Laboratory Technician,Single,132370,5.0,13,1,7.0,2,1,0,0,4,3,6.110347222222222
2114,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Laboratory Technician,Divorced,37550,1.0,19,0,5.0,2,5,0,3,3,3,8.001521438450833
2115,3.0,4.0,3.0,0,Travel_Rarely,Sales,17,4,Medical,1,Laboratory Technician,Divorced,65820,1.0,19,1,6.0,3,6,1,0,3,3,8.799048288795
2116,4.0,4.0,4.0,0,Travel_Rarely,Sales,1,1,Marketing,2,Manufacturing Director,Single,74060,6.0,14,2,25.0,2,1,0,0,3,3,6.189026580459722
2117,4.0,4.0,2.0,0,Travel_Rarely,Research & Development,3,3,Technical Degree,2,Healthcare Representative,Divorced,48050,3.0,16,1,9.0,2,7,1,7,3,3,6.878174931129444
2118,3.0,3.0,2.0,0,Travel_Rarely,Sales,9,4,Medical,2,Laboratory Technician,Married,27410,0.0,15,1,2.0,3,1,0,0,3,3,6.000829861111111
2119,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Laboratory Technician,Married,42620,7.0,18,0,26.0,2,22,3,10,3,3,6.994620772946667
2120,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Research Scientist,Divorced,161840,0.0,13,1,10.0,2,9,0,8,4,3,11.025822087269445
2121,2.0,4.0,3.0,0,Travel_Rarely,Sales,2,4,Marketing,3,Laboratory Technician,Single,115570,1.0,22,0,1.0,0,1,0,1,3,4,10.811617104656388
2122,4.0,3.0,3.0,0,Travel_Rarely,Sales,2,3,Medical,3,Laboratory Technician,Married,18780,1.0,13,1,1.0,2,1,0,1,3,3,7.476028368794167
2123,3.0,4.0,3.0,1,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,0,3,3,9.166382797270833
2124,3.0,4.0,2.0,0,Travel_Rarely,Human Resources,9,3,Life Sciences,2,Research Scientist,Single,68110,1.0,11,1,8.0,4,8,2,2,3,3,8.707262583095833
2125,1.0,2.0,3.0,1,Travel_Rarely,Human Resources,12,3,Human Resources,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,11,3,3,9.91137981859389
2126,4.0,2.0,3.0,0,Non-Travel,Research & Development,27,3,Life Sciences,2,Manager,Divorced,48590,1.0,24,1,34.0,3,33,15,0,4,4,9.584091559370277
2127,1.0,3.0,1.0,1,Travel_Frequently,Research & Development,20,2,Medical,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2,3,3,7.61390051139
2128,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Manufacturing Director,Married,23400,2.0,13,1,26.0,2,11,0,8,1,3,6.8798790708811115
2129,3.0,1.0,3.0,0,Travel_Rarely,Sales,13,4,Medical,3,Sales Representative,Single,74910,0.0,14,1,4.0,3,3,0,2,2,3,8.909026019690556
2130,4.0,2.0,2.0,0,Travel_Frequently,Research & Development,14,3,Life Sciences,2,Research Director,Divorced,105270,4.0,14,0,31.0,3,29,11,10,3,3,11.006115879828055
2131,4.0,4.0,2.0,0,Travel_Rarely,Research & Development,4,2,Life Sciences,2,Research Scientist,Single,165950,6.0,21,1,25.0,2,9,5,4,3,4,6.608805441243611
2132,3.0,2.0,4.0,0,Travel_Frequently,Sales,14,4,Medical,3,Research Scientist,Divorced,88340,4.0,13,1,15.0,1,11,5,10,3,3,6.784572368420833
2133,4.0,3.0,2.0,0,Travel_Frequently,Research & Development,2,3,Other,1,Manager,Single,55770,0.0,19,0,5.0,3,4,0,2,3,3,10.420616140831944
2134,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,3,4,Life Sciences,2,Research Scientist,Divorced,47070,1.0,17,0,26.0,4,25,14,13,1,3,7.802089424951111
2135,3.0,2.0,4.0,0,Travel_Frequently,Sales,1,3,Life Sciences,2,Sales Executive,Married,24000,4.0,18,1,14.0,3,10,1,8,3,3,7.470801005746944
2136,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Healthcare Representative,Married,98240,0.0,19,0,4.0,2,3,2,2,3,3,10.503479591836667
2137,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Manager,Married,64470,6.0,13,0,18.0,3,1,0,0,3,3,9.416206349206112
2138,4.0,4.0,4.0,0,Travel_Rarely,Research & Development,7,2,Medical,1,Laboratory Technician,Single,195020,3.0,18,2,23.0,3,21,15,17,4,3,6.409671276079444
2139,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,2,4,Medical,1,Healthcare Representative,Single,27250,9.0,21,1,18.0,4,16,5,12,2,4,10.60779499540861
2140,1.0,4.0,3.0,1,Travel_Rarely,Research & Development,21,4,Life Sciences,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,5,3,3,6.012525584795278
2141,4.0,4.0,3.0,0,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Sales Representative,Married,21270,1.0,14,0,2.0,3,2,2,2,3,3,9.679196599616667
